x coordinate,y_coordinate,gas heat transfer coefficient,heat flux,max wall temperature,Re inner,Re outer,pressure drops,section lenghts,hydrolic diameter inner,hydrolic diameter outer,wt1,wto,rf1 inner,rf1 outer,rf2,inner wall thickness,hi,ho,stress ratios
0.0,0.06576221,3150.748789585611,8399001.718113624,650.9266409295357,85605.37219631691,93096.62189031596,1620834.9437050307,0.00430773,0.0010924351289681186,0.0011489560424580425,0.00040000000000048655,0.0004384647246813193,0.0016905708132664789,0.0016905708132664789,0.0001555830163955717,0.0015000000000002405,52995.00417260674,56673.659002673616,3.6723204058916337
0.00430773,0.06576221,3150.748789585611,8401418.889644276,649.899942040119,84216.1335545172,91587.16429271159,1612958.2555889126,0.00430773,0.0010923948411217692,0.001148918568467085,0.00040000000000048655,0.000438410723878102,0.0016905708132664789,0.0016905708132664789,0.00015555321407318402,0.0015000000000002405,52548.41350238314,56196.73188048086,3.6712583169790864
0.00861546,0.06576221,3150.748789585611,8403818.068100149,648.8784258033787,82845.17887992086,90097.55871575943,1605316.550684288,0.004307739999999999,0.0010923545490674868,0.001148881092124972,0.00040000000000048655,0.00043835657188300275,0.0016905708132664789,0.0016905708132664789,0.00015552341175079632,0.0015000000000002405,52100.498149724786,55718.38277333696,3.6701965776310974
0.0129232,0.06576221,3150.748789585611,8406199.629582403,647.8619257966051,81492.08655176591,88627.34724394786,1597896.66480469,0.004307730000000003,0.0010923142528061413,0.0011488436134323614,0.00040000000000048655,0.00043830225338092866,0.0016905708132664789,0.0016905708132664789,0.00015549360942840863,0.0015000000000002405,51651.348944767786,55238.70878059706,3.6691351876873424
0.017230930000000002,0.06576221,3150.748789585611,8408563.963048132,646.8502703887234,80156.42645656966,87176.06271477356,1590686.492574219,0.004307729999999999,0.0010922739523386018,0.0011488061323899521,0.00040000000000048655,0.0004382477527152178,0.0016905708132664789,0.0016905708132664789,0.00015546380710602093,0.0015000000000002405,51201.057419105455,54757.807761422104,3.668074146992283
0.02153866,0.06576221,3150.748789585611,8410911.437940594,645.8432954724159,78837.77614533923,85743.246283692,1583674.9509044203,0.004307729999999999,0.0010922336476656856,0.0011487686489983296,0.00040000000000048655,0.00043819305465979755,0.0016905708132664789,0.0016905708132664789,0.00015543400478363324,0.0015000000000002405,50749.717253213894,54275.77987986497,3.667013455386046
0.02584639,0.06576221,3150.748789585611,8413242.402370486,644.8408444536159,77535.72022734502,84328.4467615222,1576851.8652581219,0.004307729999999999,0.0010921933387880369,0.0011487311632583086,0.00040000000000048655,0.00043813814423246747,0.0016905708132664789,0.0016905708132664789,0.00015540420246124554,0.0015000000000002405,50297.42133863987,53792.724461433616,3.665953112711626
0.03015412,0.06576221,3150.748789585611,8415557.1831032,643.842767639121,76249.8493315875,82931.21949315349,1570207.868856642,0.004307740000000004,0.0010921530257066324,0.0011486936751702748,0.00040000000000048655,0.0004380830065009712,0.0016905708132664789,0.0016905708132664789,0.00015537440013885785,0.0015000000000002405,49844.25940953923,53308.73746421305,3.6648931188098617
0.034461860000000004,0.06576221,3150.748789585611,8417856.06034812,642.8489326728305,74979.77338455102,81551.14078147877,1563734.3874844734,0.004307729999999996,0.0010921127084222075,0.001148656184735107,0.00040000000000048655,0.00043802762734430835,0.0016905708132664789,0.0016905708132664789,0.00015534459781647015,0.0015000000000002405,49390.32136742086,52823.91502569168,3.6638334735244262
0.03876959,0.06576221,3150.748789585611,8420139.297154035,641.859211505044,73725.10476435919,80187.78958530833,1557423.4796000484,0.004307730000000003,0.0010920723869355317,0.0011486186919533485,0.00040000000000048655,0.0004379719922900569,0.0016905708132664789,0.0016905708132664789,0.00015531479549408246,0.0015000000000002405,48935.69041351971,52338.346127588855,3.6627741766979764
